gen;step;elapsed.sec;n_sum;phi
1;3;61.26207900047302;7;6.907877667055176
2;6;121.55728840827942;7;8.53606601781665
3;9;179.65903735160828;5;11.266005065379126
4;18;239.31501173973083;2;12.714710793541272
5;32;288.3941345214844;4;26.33179948826968
6;38;346.4267795085907;6;32.36417559838187
7;44;407.54048013687134;6;61.22182421548591
8;48;465.5297999382019;4;58.57515028938474
9;54;517.0092031955719;5;38.17097893447133
10;61;576.0179240703583;5;47.3855212485799
11;72;635.1134316921234;6;54.56688540565214
12;80;693.8398079872131;3;62.73145496201907
13;87;747.8138935565948;5;85.83029408827441
14;102;806.4886889457703;8;80.66544292251305
15;106;869.9144010543823;4;85.32550748654076
16;122;922.1594932079315;4;107.10401825046016
17;130;981.0127215385437;6;115.66948406817242
18;136;1039.777396440506;4;133.7647181466312
19;144;1098.753193616867;8;136.83443918042786
20;148;1162.1863205432892;2;139.5301798173823
21;162;1212.2063586711884;5;167.76339688338217
22;167;1270.950684785843;7;155.0908593117977
23;174;1331.6469736099243;5;172.29793225064702
24;179;1391.0934035778046;7;166.01431860772033
25;184;1450.4078676700592;5;160.8997306966989
26;189;1509.4039523601532;8;178.08990254559595
27;193;1573.0867478847504;7;178.46700914723658
28;198;1632.3644194602966;4;176.40495650971684
29;204;1691.36141705513;4;196.50939031380688
30;210;1750.0542640686035;4;222.28797570477138
31;216;1808.6321806907654;6;207.04016724221535
32;222;1867.6025390625;5;212.18645931533285
33;227;1921.638432264328;5;225.29049155336858
34;232;1977.727462053299;3;229.7692339503367
35;239;2031.9883570671082;5;243.75765352284697
36;244;2090.6260764598846;5;249.38993227812335
37;253;2149.1554293632507;5;268.8715605207059
38;258;2207.1655230522156;5;284.5473641094321
39;265;2266.0633063316345;8;315.2193000097974
40;269;2327.448722600937;2;308.92785307989664
41;281;2381.0778000354767;4;312.95153361606083
42;291;2439.94252204895;5;314.0622306510619
43;296;2494.9217805862427;4;331.0603755956163
44;306;2548.9303987026215;3;352.67760970050676
45;315;2603.1311359405518;7;353.4153059692786
46;322;2663.6729712486267;4;364.54084644347614
47;330;2722.594578027725;6;386.55235487595087
48;342;2782.675922870636;6;394.9561614628271
49;346;2841.8428263664246;4;425.6521184843324
50;352;2895.8341014385223;6;445.65892780966954
51;356;2956.8805615901947;5;452.8825208837098
52;361;3015.6452617645264;7;452.0054194382235
53;366;3076.265791654587;6;462.36962828145323
54;370;3135.006536245346;5;467.41304648920004
55;377;3196.3051199913025;4;478.50350278677314
56;387;3255.1024973392487;5;500.37938031328724
57;392;3314.5442428588867;7;501.8529679429287
58;397;3373.4602406024933;3;509.08603575674596
59;406;3427.2734575271606;6;529.7254230644783
60;414;3486.3401029109955;4;536.1211743024311
61;420;3544.9583077430725;5;555.2892724302063
62;429;3598.9348719120026;5;636.1884213355709
63;436;3652.707701921463;4;616.6911175100398
64;444;3708.8345608711243;5;668.195099077333
65;451;3762.897476196289;4;694.5972036643823
66;459;3817.649582386017;6;678.6400859489693
67;463;3871.987025499344;5;686.274500773848
68;470;3931.171768426895;4;706.7866254434971
69;484;3988.7051091194153;5;727.8351520186675
70;491;4047.8629925251007;7;773.85050620729
71;494;4109.097972393036;6;770.7584844938431
72;498;4170.756417989731;9;760.2609076376349
73;499;4234.745831012726;4;751.6732696583819
74;519;4294.337530136108;7;735.9839254458748
75;530;4348.876123905182;8;754.645214289092
76;532;4408.702722072601;8;773.341570635936
77;536;4470.0696794986725;5;771.114238361552
78;541;4527.4095067977905;5;804.3115546846647
79;546;4587.400309801102;4;806.3356975964391
80;556;4646.780435800552;7;813.5287711940531
81;561;4707.755831480026;7;841.9898733268544
82;564;4767.493033409119;6;870.6620692133089
83;568;4827.2276203632355;2;886.5968521455884
84;576;4885.673977136612;3;896.4802470925599
85;591;4943.404190063477;5;900.9109098902707
86;600;5004.1807725429535;2;948.6127219946596
87;610;5058.526654720306;5;934.5820851901537
88;617;5118.325120925903;6;980.802174180534
89;623;5178.552136182785;3;979.3100300889862
90;630;5233.012579917908;7;990.5619606516915
91;635;5292.551060199738;7;996.6040115912798
92;638;5353.891633272171;5;1018.0293860644639
93;647;5418.234336614609;5;1037.8957881747415
94;660;5473.563873529434;5;1063.872472553779
95;665;5527.900624513626;4;1079.9018840472231
96;671;5582.130113124847;5;1090.1197803493446
97;682;5641.636539697647;1;1102.6211216722488
98;691;5691.5791256427765;6;1128.1006027227663
99;695;5750.413868665695;5;1128.5864123409388
100;700;5807.849390029907;5;1134.6884082152383
