gen;step;elapsed.sec;n_sum;phi
1;4;6.931100368499756;8;4.477314676410252
2;7;13.87158727645874;5;0.0030904237409743462
3;13;20.817803621292114;3;9.872536335699268
4;23;27.735727071762085;5;14.57421024110009
5;29;34.64452362060547;5;16.203947584984213
6;35;41.596693992614746;4;23.253377035576204
7;44;48.51918387413025;2;24.772448909830818
8;53;55.51082444190979;7;33.139293586638935
9;59;62.53092670440674;6;42.12472697399381
10;64;69.66679692268372;6;44.89145077097309
11;73;76.65476369857788;3;42.91687784144782
12;87;83.64976620674133;4;41.15907056013464
13;116;90.67227816581726;6;68.45867511649891
14;121;97.71238899230957;4;199.1492830138957
15;130;104.73799633979797;5;168.5564265668187
16;138;111.76174783706665;4;231.58027378932235
17;147;118.83149981498718;7;196.11215421979324
18;151;125.82488417625427;4;271.70518300479597
19;158;132.88758516311646;6;267.026136618032
20;163;140.34214806556702;4;308.935519667633
21;170;147.54090809822083;3;308.0376971300906
22;178;154.67487144470215;9;339.36126131979125
23;182;161.81306433677673;9;337.88567439706
24;192;168.95655012130737;7;343.18017601719987
25;314;176.07872676849365;4;405.0158676665223
26;357;183.4127655029297;2;589.479126566816
27;378;190.75929164886475;3;656.7558772411325
28;394;198.183025598526;3;706.8707412080435
29;414;205.6321680545807;4;742.4882858219177
30;427;213.2539656162262;7;797.4927400631966
31;433;220.5003273487091;4;836.709543959454
32;440;227.86632895469666;4;805.4005242605523
33;455;234.98927688598633;5;712.0452289494561
34;461;242.0766899585724;4;850.8839433237681
35;472;249.22798824310303;3;868.4831861042952
36;488;256.4128324985504;3;889.5901739820397
37;496;264.2730088233948;7;923.4807001224881
38;504;271.44932317733765;5;875.1538020331717
39;510;279.2609407901764;7;935.5428570444183
40;514;286.8154263496399;6;999.6294559908325
41;519;294.2862386703491;6;961.2110158867724
42;528;301.52515935897827;3;1016.159068686884
43;536;309.4353258609772;4;1002.9079528756843
44;543;316.70656061172485;5;1067.914428385844
45;549;324.1068000793457;7;1080.5885496374494
46;553;331.3759808540344;6;1093.597310132035
47;562;338.6640934944153;4;1100.6660170288565
48;569;345.92337250709534;5;1121.4059674473522
49;575;353.20955657958984;5;1115.4394144480104
50;581;360.7767810821533;6;1043.406367470468
51;586;368.25142788887024;4;1123.85882768204
52;593;376.311341047287;4;1075.2593848534348
53;600;384.20812940597534;5;1089.2093165930214
54;606;391.63426303863525;5;1091.7275303576819
55;612;399.29298996925354;7;1104.579866830457
56;616;407.2242751121521;4;1117.4234775208342
57;623;415.13837909698486;7;1129.3043256857443
58;631;423.14401507377625;5;1135.8844289589747
59;649;430.7911343574524;6;1149.5870503274139
60;654;438.5570430755615;5;1163.6914478261406
61;662;446.23026299476624;6;1183.8329087349887
62;667;453.60605788230896;3;1260.687936239413
63;677;460.9782304763794;5;1270.9214211370613
64;685;468.28291487693787;5;1282.4172852388097
65;691;475.6608946323395;4;1308.5955908644016
66;698;483.22282123565674;7;1293.8723871280793
67;706;490.7197296619415;3;1301.5853662198938
68;714;498.1789906024933;5;1248.58621146035
69;720;505.8735394477844;6;1322.717760624447
70;727;513.5773777961731;5;1250.1620424429648
71;733;520.9488520622253;3;1314.645059379612
72;743;528.5283179283142;6;1335.8800940852075
73;750;535.8629443645477;2;1353.6260277923955
74;761;543.1643373966217;3;1362.2475859122235
75;769;550.4975159168243;6;1367.6776427704988
76;774;557.9351160526276;3;1368.0316295571454
77;784;565.2956612110138;5;1266.2485783001516
78;790;572.7006113529205;3;1382.5334141391525
79;798;580.181380033493;5;1390.1716255181277
80;804;587.5919725894928;5;1397.6557220398772
81;810;595.0087382793427;4;1404.8609400126088
82;817;602.3629624843597;3;1421.606800972861
83;831;609.6241755485535;5;1430.2064604257257
84;843;616.9254593849182;6;1455.1823279052169
85;854;624.2575550079346;4;1461.3083277241626
86;867;631.6132078170776;3;1510.2774274808955
87;883;638.9700665473938;5;1492.0957144043655
88;891;646.2492175102234;7;1503.259637620461
89;897;653.5849452018738;5;1509.982099567276
90;903;660.8988556861877;7;1523.4332268663165
91;907;668.2953035831451;2;1529.5527574380392
92;918;675.6567549705505;4;1540.4578861436335
93;927;683.0828671455383;5;1560.7534481565995
94;935;690.8408532142639;7;1570.6061812486794
95;941;698.4679372310638;3;1571.9579988050236
96;955;705.979305267334;3;1590.7630607204146
97;967;713.449177980423;4;1610.1397993866012
98;974;720.876077413559;4;1624.1755458735863
99;991;728.359206199646;5;1641.0579645700182
100;997;735.7608518600464;6;1651.9402916914498
