gen;step;elapsed.sec;n_sum;phi
1;6;7.0190887451171875;6;5.0331339684280865
2;13;14.13904070854187;7;-1.8596440831686323e-08
3;23;21.27273964881897;7;5.1220673439706825
4;35;28.379018545150757;7;15.931731472911732
5;39;35.460415840148926;2;31.865590727188458
6;48;42.58479881286621;5;26.545040554971926
7;54;49.653539419174194;6;23.329936175852357
8;59;56.78290867805481;5;38.21684998425168
9;71;64.00130939483643;5;41.9280547335382
10;77;71.27998542785645;7;57.62465687902565
11;81;78.46667790412903;6;57.46908017861761
12;86;85.54178309440613;5;62.48795772120065
13;96;92.60874366760254;5;61.03078797834283
14;102;99.71618986129761;6;85.98929503546594
15;107;106.83975577354431;5;74.87744298044991
16;117;113.98840713500977;3;79.41777258243138
17;125;121.18529725074768;3;93.82470378301092
18;133;128.2681655883789;5;104.66894623030903
19;139;135.3169286251068;6;112.61803749319752
20;144;142.45594453811646;5;126.2608750547839
21;150;149.63348364830017;4;107.67997903971448
22;157;156.89042782783508;6;103.81609142253394
23;162;164.10070753097534;3;112.61496570897368
24;170;171.3796055316925;2;111.82026776089313
25;179;178.70884537696838;3;136.0500735825773
26;189;186.03728461265564;8;117.10858683658232
27;192;193.29852294921875;4;121.9923676960205
28;199;200.3306336402893;5;128.9083289955267
29;205;207.39732098579407;3;138.04472533822002
30;213;214.45948481559753;7;123.31522836353561
31;217;221.52183294296265;6;149.09754206973
32;224;228.64211010932922;5;149.18424142271942
33;232;235.72165298461914;4;150.57176183850885
34;239;242.73819208145142;4;118.1807224323103
35;248;249.794424533844;6;134.12928784225457
36;255;256.9065191745758;4;126.11071625959772
37;264;264.02403450012207;5;157.89673846248925
38;270;271.1173062324524;6;143.47935725165556
39;275;278.2031991481781;5;132.82233181317747
40;281;285.26455330848694;7;158.76966273561877
41;285;292.3680636882782;5;156.6213621949874
42;297;299.4389989376068;3;152.74491248495198
43;305;306.5258831977844;4;199.82856455991532
44;312;313.66654682159424;7;171.29299083986018
45;316;320.8541774749756;6;174.1330789985686
46;321;327.86729288101196;6;164.64229547247444
47;326;334.8495583534241;5;153.35393811866857
48;332;341.900869846344;5;151.17331693564583
49;342;348.9954743385315;4;196.25403189218696
50;351;356.08501505851746;5;179.32871713381354
51;357;363.1721911430359;9;181.87745508375147
52;359;370.29152846336365;4;193.64893473259292
53;370;377.3988108634949;5;189.04408286690736
54;376;384.49534726142883;4;187.16429576989412
55;385;391.5851631164551;5;173.63139158037168
56;395;398.7008578777313;6;182.92181090364096
57;400;406.0098543167114;5;154.68671430588014
58;406;413.4884555339813;5;160.73163976329323
59;412;420.7674880027771;3;216.3305932272092
60;420;428.12953758239746;5;191.60949788083792
61;426;435.19200706481934;6;208.45565259790237
62;433;442.4658579826355;6;236.66804936793835
63;444;449.7687361240387;6;210.09226153348
64;449;457.4019751548767;6;198.99297221708505
65;454;464.6633851528168;5;237.7225332972313
66;460;472.1576509475708;7;1.0865544829446825
67;464;479.5880432128906;8;1.1972818138747388
68;467;487.7727761268616;4;2.4442813395828495
69;474;495.2055127620697;6;2.0914633621326946
70;479;502.98701429367065;4;2.2354770055499196
71;486;510.59045815467834;5;1.8168305675850598
72;492;518.0794348716736;7;2.495221626138698
73;496;525.818990945816;4;3.4309217288220144
74;503;533.2739109992981;4;3.3884238169549534
75;518;540.5270013809204;4;3.70947492244919
76;531;547.7994196414948;5;6.513327886857185
77;537;554.9456467628479;8;2.341586149925899
78;540;562.0910694599152;4;2.2746938207275686
79;547;569.2473313808441;7;10.868232618938022
80;551;576.4183819293976;8;3.9379151753827477
81;554;583.6431353092194;3;4.436807449485964
82;568;590.8904418945312;4;3.7691838074057413
83;575;598.1349430084229;6;5.019047781021751
84;580;605.3500330448151;7;7.002977378006173
85;584;612.5544717311859;3;6.336975919075057
86;592;619.7422475814819;4;7.116292217893637
87;599;626.9570572376251;2;5.610982568175345
88;608;634.205778837204;3;5.948946675224528
89;618;641.4100112915039;7;12.982717527129381
90;622;648.6058337688446;5;11.674008598251529
91;630;655.8599615097046;5;12.179134777890308
92;636;663.0623321533203;7;8.5957906838323
93;644;670.2695889472961;1;13.228653855129384
94;656;677.4806008338928;5;15.925543503663263
95;662;684.7048416137695;3;11.305944009336049
96;670;691.9637258052826;4;11.868539760660685
97;677;699.2014524936676;8;17.205506262503903
98;684;706.4306123256683;3;17.278568583815478
99;694;713.6909363269806;3;14.343393429250582
100;702;720.8902752399445;6;20.348743162978987
