gen;step;elapsed.sec;n_sum;phi
1;4;6.889649868011475;5;-3.690792267807552e-06
2;20;13.978642225265503;4;6.307780116603864
3;29;20.921754598617554;5;16.128968843096086
4;41;27.85859203338623;7;21.587319403490277
5;45;34.842796087265015;5;25.201939569606825
6;53;41.840463399887085;3;14.255785388676983
7;61;48.86726689338684;4;15.106298239217836
8;68;55.92917799949646;3;35.03493423090761
9;76;63.20603561401367;9;17.97574637270446
10;78;70.42574787139893;5;22.429330558436252
11;84;77.45738196372986;4;19.97758324065653
12;91;84.46222615242004;3;22.545829437850077
13;99;91.85453224182129;4;26.742445427863718
14;106;98.89277458190918;7;21.344697836309805
15;110;105.94994592666626;3;21.633227379466916
16;124;112.98452615737915;6;22.60757215787885
17;131;120.04156255722046;5;24.301233791282513
18;141;127.3850450515747;5;25.32122669201058
19;147;134.68444418907166;4;35.673162674787825
20;158;141.8705804347992;7;30.867749672232414
21;162;149.03821110725403;6;30.94064332500797
22;167;156.2744174003601;8;29.402970804629
23;172;163.41720700263977;6;29.990650890310786
24;181;170.73165845870972;4;31.680961629265955
25;198;178.265239238739;4;35.34069187123143
26;205;185.1842873096466;3;46.523947184048
27;213;192.15941548347473;7;47.52314543706952
28;221;199.16663575172424;5;48.14859380154085
29;227;206.2001531124115;6;50.11773628091143
30;232;213.17967343330383;5;51.465978442883696
31;238;220.1267695426941;5;52.31328471511793
32;244;227.10886478424072;6;56.31951946543317
33;249;234.11443567276;6;54.826700271995314
34;254;241.12184762954712;6;58.76237134118282
35;259;248.14655780792236;6;59.791506834169475
36;266;255.2359688282013;3;57.381163574063876
37;274;262.33543157577515;6;64.2368001770869
38;279;269.3758490085602;6;64.31209501326374
39;284;276.34355998039246;5;79.143780996623
40;290;283.60185289382935;4;59.725772614011895
41;297;290.58947825431824;4;68.52364293336115
42;304;297.5700023174286;6;66.26057482341578
43;309;304.5805597305298;5;69.61033884752489
44;315;311.56084513664246;8;71.53188633081604
45;318;318.6234607696533;4;72.11020151122344
46;325;325.6848826408386;4;72.1614461621724
47;332;332.7839357852936;2;74.94347675090475
48;341;339.8779151439667;5;76.15414728778865
49;347;347.1793384552002;4;76.52351744096954
50;354;354.2572124004364;4;75.38904949888094
51;361;361.3957736492157;6;77.44126773436314
52;366;368.4586730003357;6;77.9010048261419
53;371;375.5642902851105;4;87.35249214988848
54;382;382.62549662590027;4;79.33412822408746
55;389;389.7030761241913;7;81.83490195017298
56;393;396.8099522590637;6;82.31531267137909
57;398;403.92338705062866;5;337.82901164057887
58;404;411.20388412475586;5;263.04634635844275
59;412;418.2559039592743;5;257.6002468971349
60;418;425.33186864852905;5;261.3623712998357
61;424;432.420047044754;4;264.30259975540076
62;433;439.4738218784332;5;267.0382162826698
63;441;446.59427642822266;3;268.49368185655175
64;449;453.71944427490234;4;278.38238485955264
65;456;460.8595585823059;6;280.8198941940386
66;461;468.097980260849;5;282.17581102235886
67;467;475.11714267730713;6;283.73132838422424
68;472;482.21133160591125;5;286.1893192257035
69;478;489.33436393737793;6;289.22968537552606
70;483;496.51095700263977;7;292.81040770215
71;489;503.7110071182251;6;296.7642135928654
72;494;510.98002314567566;5;295.8467542508734
73;504;518.2756011486053;4;298.82172490653966
74;511;525.8361368179321;3;306.5388262876405
75;525;533.6252419948578;7;317.091366984402
76;529;540.9647204875946;7;309.4097473257958
77;535;548.2087256908417;4;313.79923766274
78;542;555.6887285709381;6;324.54492624863855
79;547;562.9079303741455;7;323.15069940216125
80;551;570.0819902420044;6;321.7400570015203
81;556;577.3540530204773;3;327.5121088759896
82;566;584.412798166275;3;331.34874882233436
83;576;591.5322911739349;7;338.0806927340061
84;580;598.666296005249;3;337.7440393814683
85;588;605.8154294490814;4;341.9380567716493
86;595;612.9594247341156;7;343.52390974550485
87;601;620.0490097999573;7;348.63923987305805
88;607;627.1101357936859;4;350.71711757291035
89;614;634.1746265888214;6;353.3445371796601
90;619;641.2637128829956;5;457.4727180837365
91;627;648.3390877246857;4;461.8205264862565
92;634;655.4611177444458;6;465.53136919811834
93;639;662.4892072677612;2;468.516744995874
94;650;669.5675780773163;5;473.28810745353917
95;656;676.6766133308411;3;477.48132439003393
96;664;683.9423518180847;3;481.68897603394606
97;672;690.9967129230499;3;486.9098995551923
98;682;698.0733864307404;6;494.7211934502651
99;687;705.1730163097382;4;493.8887349825147
100;694;712.3202042579651;5;498.4530822764382
