gen;step;elapsed.sec;n_sum;phi
1;3;69.3246238231659;7;-2.4742391302456923e-08
2;6;142.9660038948059;6;0.09744602134144231
3;10;217.39729070663452;6;0.08402228810843959
4;16;291.5137474536896;4;0.0006585746324894309
5;24;366.82445192337036;2;-4.473057460292309
6;34;439.3430805206299;6;-8.66553152555156
7;54;513.9143705368042;3;-9.856790473727226
8;65;587.1947066783905;5;-12.575735648060189
9;74;660.9925954341888;3;-14.038287717170917
10;87;734.3445243835449;4;-16.9204448259415
11;93;808.3250186443329;7;-21.625765100332657
12;98;882.9412200450897;7;-23.689168932582177
13;101;956.8340549468994;3;-26.092079694586303
14;108;1030.1794061660767;3;-30.5209607928452
15;117;1105.0381090641022;6;-35.33585481340208
16;121;1181.3729026317596;5;-38.57121701265355
17;126;1258.0491416454315;5;17.42356144512806
18;135;1334.9226047992706;5;17.410530269092398
19;142;1410.8090143203735;5;16.020027895124606
20;147;1486.0663523674011;4;55.57424212332861
21;155;1560.2943098545074;3;60.70494203037384
22;164;1634.7752840518951;1;76.55770721621718
23;179;1695.041265487671;2;79.2997447731024
24;189;1771.2649731636047;6;84.66071751267157
25;193;1850.8705039024353;4;91.5072152238628
26;199;1926.0063462257385;5;117.31927218577317
27;204;2001.5327072143555;4;120.71244930194638
28;210;2077.281975030899;4;123.48312086902678
29;216;2155.6020996570587;5;112.74684080501618
30;221;2233.434510231018;5;113.16874696435815
31;226;2311.894411802292;9;125.53709236497464
32;229;2392.901132106781;6;121.68161901989167
33;233;2470.7730231285095;6;126.00682087000813
34;237;2548.0896027088165;7;128.97993390162836
35;240;2625.6070144176483;4;128.84816013665016
36;248;2703.634224176407;5;133.32622960507555
37;253;2780.4872114658356;6;135.13288481544998
38;257;2857.0822308063507;4;136.37533144309324
39;265;2933.7316455841064;6;147.1744598240076
40;269;3013.4485721588135;6;156.86277636462117
41;273;3092.4368028640747;6;164.1442793300797
42;277;3169.722529411316;3;156.75881552361108
43;286;3246.686875104904;5;162.22948572563547
44;291;3325.4793198108673;3;166.15362423912364
45;298;3400.594158887863;5;169.5690696822826
46;303;3476.163709640503;5;170.48584149003628
47;308;3552.285400867462;7;178.7075019627555
48;311;3628.6185495853424;3;186.62507718459443
49;318;3707.2505221366882;5;201.62802853014335
50;323;3782.776995420456;3;205.76318159656196
51;334;3858.717098236084;6;179.2426148955118
52;338;3935.008573293686;5;177.06663604030908
53;343;4010.7004129886627;3;178.5162298915921
54;352;4086.4310750961304;3;182.19307035606076
55;359;4161.437760591507;5;192.5478085218083
56;364;4237.802358627319;5;194.71151196577463
57;371;4314.640122413635;6;201.92110877435076
58;375;4390.13038444519;6;203.7094880574512
59;379;4466.7414355278015;4;200.6284901924839
60;385;4542.764235258102;3;42.150701799923525
61;392;4617.100186824799;7;198.7820361241042
62;395;4692.557416439056;5;191.7482614807081
63;400;4768.579831123352;7;187.05290572934865
64;403;4844.472439289093;7;181.23161107566676
65;406;4920.916538715363;3;184.11953903309958
66;413;4996.006355762482;4;178.63467543517964
67;419;5070.673578262329;2;183.08724609963326
68;431;5145.776130914688;5;34.78710327932578
69;440;5221.657812356949;6;36.287719597050454
70;446;5297.784859657288;4;39.63587667303602
71;452;5372.851510047913;4;40.858862133905916
72;462;5448.115684509277;4;43.99152354901565
73;472;5523.492072582245;5;45.88698886251734
74;479;5598.7484040260315;4;219.66389037987338
75;485;5674.266577243805;5;47.38652615846485
76;490;5750.420925140381;7;48.358493509552545
77;493;5826.817079305649;4;204.926574428901
78;499;5903.665972471237;4;36.39112828012054
79;505;5981.011627912521;6;210.24712353469783
80;511;6057.430866241455;5;181.2223279236619
81;516;6135.016827106476;5;41.35799140993345
82;521;6213.1599724292755;6;65.07825387505545
83;525;6292.794574975967;5;349.17100290015026
84;530;6372.698745012283;6;216.45529678928537
85;534;6451.296411752701;5;209.00030247138895
86;539;6529.537262916565;5;211.06161479283378
87;544;6606.977908372879;6;187.880280020722
88;548;6684.484377145767;6;181.09949591086627
89;552;6761.816869258881;4;145.6472649967834
90;558;6838.472324132919;4;160.84153320626206
91;566;6915.346819162369;5;158.2038051996542
92;571;6995.177269220352;8;160.24508209667397
93;573;7076.545794010162;3;161.07041661512437
94;582;7151.859170913696;4;142.94103438824726
95;588;7228.464020252228;7;164.8865421590512
96;591;7304.438796043396;8;145.31837755886937
97;593;7380.811379432678;7;143.88335451648692
98;598;7457.253073215485;4;142.86177216456906
99;604;7533.96018910408;8;143.2327248847467
100;606;7610.437771081924;6;143.03963452473596
