gen;step;elapsed.sec;n_sum;phi
1;5;76.67818427085876;6;8.529407134097225
2;11;155.55636167526245;1;7.993056936629575
3;22;216.18015027046204;4;13.109250899749172
4;28;289.69210839271545;4;21.648074827974412
5;36;365.8609268665314;4;58.244688674448255
6;42;444.39238595962524;6;64.77306220508625
7;46;524.4004292488098;2;83.98278978403292
8;54;606.6588957309723;5;77.352417741682
9;61;686.4555985927582;7;94.28534278546681
10;66;764.6309759616852;6;110.97160202793714
11;72;843.5291697978973;5;136.46670631452156
12;77;923.4957876205444;5;150.98256923312115
13;86;1002.8075683116913;3;175.84057191217204
14;93;1079.5034189224243;6;170.81459426072607
15;99;1158.316472530365;3;180.42501013799983
16;106;1235.6283240318298;6;202.8606529320288
17;110;1314.137240409851;4;212.16299587496047
18;122;1392.320181131363;7;224.3849400644296
19;125;1471.7482109069824;2;232.16848057313382
20;137;1546.8564496040344;5;255.8426019951509
21;144;1626.9274179935455;9;274.38078547615777
22;149;1705.8494386672974;5;283.213313737035
23;156;1785.2897317409515;6;312.66756510692534
24;160;1866.7219879627228;6;324.2293953671435
25;164;1944.7880771160126;5;341.9342052584261
26;171;2021.6317229270935;4;348.4441311433509
27;177;2099.2471027374268;5;357.1996602982182
28;182;2179.4546921253204;2;378.0272371154122
29;196;2256.6210725307465;4;402.4263743093759
30;220;2331.0853204727173;7;421.96203165298914
31;225;2408.4931292533875;4;448.4911808097435
32;245;2487.409469604492;5;469.16749313000895
33;252;2569.564604282379;5;499.95258345345883
34;263;2649.4951255321503;6;511.59964676677157
35;275;2728.419045686722;5;551.2543706312943
36;282;2810.5996096134186;3;557.5479509659817
37;289;2889.6450202465057;5;575.9682954219156
38;304;2969.031522512436;3;588.7158320131645
39;317;3044.012125492096;8;630.1112250158187
40;321;3126.6519932746887;5;636.7456360565924
41;338;3205.5721962451935;4;658.7864154839339
42;352;3282.5124695301056;3;727.9597754634897
43;361;3362.2038400173187;3;735.4335441760292
44;368;3442.091714859009;4;750.0199704860258
45;376;3522.332550048828;3;769.1072707279602
46;387;3601.4829981327057;7;778.5592270630286
47;398;3681.6497218608856;6;789.5063017480393
48;406;3761.998467206955;4;834.9524393620183
49;412;3839.5556926727295;4;834.9489389197922
50;418;3918.732517004013;8;852.441362309341
51;422;4001.033629179001;6;846.3709058028553
52;432;4080.012346506119;5;871.7415291442707
53;439;4159.5402019023895;3;893.5063888000668
54;446;4235.025792837143;5;910.581127237948
55;451;4314.9456243515015;5;929.2200279140748
56;458;4397.681628704071;4;925.1712323578045
57;464;4480.34116268158;8;948.7936090569182
58;468;4562.898298740387;5;946.2858023295289
59;475;4644.991492986679;3;968.0053755479795
60;486;4719.255467891693;7;990.064883185856
61;491;4801.880959272385;5;999.7662250888156
62;498;4883.511981487274;7;1016.7097732326046
63;503;4967.388281106949;6;1013.0899106833979
64;507;5051.091971158981;5;1036.301496630396
65;522;5132.519771814346;5;1058.8678545320076
66;529;5213.642402172089;5;1092.6223199500207
67;536;5297.499217033386;6;1097.4293133037218
68;540;5381.475368976593;7;1076.8424803250036
69;545;5464.595420837402;6;1083.3679454762082
70;551;5547.585325479507;4;1096.1156920320013
71;557;5629.392525196075;5;1122.284851388883
72;564;5710.9009346961975;7;1121.7651747653933
73;571;5794.024817943573;5;1136.3558082352274
74;580;5875.478737592697;6;1156.1722073688388
75;584;5958.07145857811;6;1165.249848900403
76;588;6041.932815313339;6;1174.0751750505096
77;592;6126.657323598862;2;1189.8598288514486
78;602;6205.347321271896;4;1217.8389145179249
79;608;6284.079030990601;4;1220.3429436687745
80;614;6364.694777011871;5;1239.5309845289798
81;623;6444.043396949768;4;1238.224911584341
82;629;6522.367605686188;7;1256.204749200613
83;632;6604.283386468887;6;1264.0992945710161
84;636;6686.326935768127;7;1275.0278453956407
85;641;6767.523604631424;6;1276.2691419831863
86;655;6849.387471437454;5;1300.9125580310053
87;666;6929.959595918655;4;1319.4134577083382
88;682;7008.154134273529;5;1438.0225355811604
89;691;7085.804204940796;6;1493.3320257983673
90;695;7165.735315799713;5;1622.0705327910516
91;704;7245.557631731033;5;1621.0383446501216
92;717;7322.210140943527;3;1527.103758219133
93;732;7391.356470584869;7;1575.9001396750355
94;737;7467.76703953743;2;1600.0895745097569
95;755;7542.75265455246;4;1536.4474983768214
96;761;7620.885228395462;0;1547.3981593975009
