gen;step;elapsed.sec;n_sum;phi
1;3;80.54353451728821;4;1.6275861797199198e-08
2;11;160.93478536605835;5;-2.4469455350839553e-08
3;20;239.5287959575653;3;-2.7844184438741633
4;31;318.434415102005;6;-2.2566055939876306
5;37;399.86258029937744;5;-2.3891370373419907
6;42;479.16531801223755;5;0.24844418382824607
7;51;558.5043799877167;4;3.5608484491444363
8;61;638.9037890434265;4;-6.700275530747113
9;67;717.9636619091034;4;-5.843877047495695
10;77;798.7320170402527;4;-8.051758167049869
11;83;878.9909203052521;4;58.516143025250024
12;93;957.9728016853333;4;63.04506249980221
13;99;1036.7908668518066;3;65.37187368942776
14;106;1115.5553138256073;3;65.35782475064559
15;115;1192.662564754486;4;72.27057696958323
16;121;1264.169017314911;3;81.8198227690588
17;128;1338.9791116714478;6;89.24826811237715
18;132;1419.8187537193298;6;97.82965199921128
19;142;1499.9815573692322;7;93.254241088117
20;145;1580.1728692054749;5;104.69319188782336
21;150;1660.720862865448;5;107.56298459436104
22;155;1740.4879512786865;6;112.19215488940861
23;161;1820.6494030952454;5;117.36260661825088
24;172;1901.6967060565948;6;108.17590854623992
25;176;1983.961945772171;4;119.19949355699242
26;182;2065.3427000045776;6;117.44423801278235
27;186;2149.907375574112;6;116.895255228761
28;192;2234.0208837985992;7;132.98635386486185
29;195;2318.4438145160675;7;144.86800463676764
30;206;2401.5360944271088;6;148.53364454635073
31;222;2483.486654281616;2;151.58987986757398
32;232;2554.3415117263794;4;155.70342039782795
33;238;2637.0471391677856;4;170.15912051516742
34;250;2721.3808715343475;7;173.80449874305427
35;253;2805.694169521332;7;189.35202391272395
36;256;2890.971700668335;6;191.7400296760857
37;262;2976.852609395981;4;189.61452324315098
38;270;3059.4395682811737;5;183.39370593482107
39;287;3143.256292819977;5;205.10737567679513
40;292;3225.4489374160767;4;195.69702918374261
41;298;3308.289083003998;5;204.99369570218101
42;303;3390.168436527252;5;227.32770273972932
43;308;3472.368190765381;5;225.59767044198614
44;313;3554.742478132248;4;225.00423812088877
45;319;3637.4998018741608;5;214.48150280546704
46;326;3720.280604362488;6;208.7502528695264
47;330;3801.7230496406555;6;211.37273589436572
48;336;3885.5660634040833;5;224.32674046911788
49;341;3969.7021222114563;6;218.04678985730084
50;345;4054.539609670639;6;253.5455336213522
51;351;4139.599792957306;6;269.41064524118633
52;355;4222.30574631691;3;274.38917196765533
53;364;4309.477913856506;4;276.143008194706
54;372;4393.8128933906555;6;284.7397838781429
55;378;4478.747414827347;4;277.03763385436685
56;384;4563.729362010956;6;281.2206888882562
57;390;4651.466171741486;3;289.49037908969876
58;397;4734.176690578461;5;301.3499930040742
59;404;4815.065829515457;4;300.2699197933469
60;414;4898.870588302612;6;308.95177539522064
61;420;4986.1638650894165;8;313.98060619801447
62;422;5071.922585487366;4;322.79581305569354
63;430;5154.765384435654;6;312.802781028724
64;434;5240.1275136470795;5;383.49261789178536
65;439;5323.926521778107;5;373.4070110166045
66;444;5407.996720075607;3;338.61929668365747
67;451;5489.423019886017;5;350.8218860215085
68;456;5572.410882949829;6;342.38761814446195
69;460;5656.078266382217;2;349.1614166846659
70;468;5738.329875946045;5;369.2148246062808
71;475;5821.361556053162;5;353.8075794613093
72;480;5904.002888917923;8;359.9372964158557
73;482;5987.615399122238;7;367.82541544908025
74;485;6069.656114578247;7;401.951063339405
75;488;6152.313588142395;7;380.1851520786911
76;495;6235.859419822693;5;376.5151586468769
77;500;6318.196371793747;6;372.3814624691048
78;504;6402.252831697464;5;385.5111809560084
79;509;6486.235914230347;5;388.28422215813373
80;514;6570.776645421982;4;386.21925731144205
81;520;6653.683655261993;6;390.89654841378444
82;524;6736.222895860672;4;381.95089164729893
83;532;6818.665290117264;4;386.0521328962594
84;538;6902.080364942551;2;392.229956591323
85;554;6984.954410791397;8;403.0292617708152
86;556;7068.000104665756;6;406.96547208624827
87;560;7151.098569154739;6;401.8832754746809
88;564;7233.72851729393;6;406.8259205627592
89;568;7316.736597299576;2;437.4201200335329
90;578;7397.65056180954;4;447.1465966663135
91;584;7486.717061758041;5;432.9599257058291
92;591;7576.302273273468;5;414.42355056216275
93;596;7662.545088768005;7;455.3451328044132
94;601;7748.292571783066;5;473.8877510921356
95;606;7823.5891852378845;3;401.6217883882907
96;613;7893.022223949432;5;348.63051396184596
97;618;7964.994076728821;5;341.6120534990073
98;623;8035.783024549484;4;354.4365074718336
99;629;8106.247276544571;6;324.8193952468523
100;635;8173.631214857101;3;322.2528814083983
