gen;step;elapsed.sec;n_sum;phi
1;4;6.908102750778198;5;-1.58262964955469e-08
2;10;13.961073637008667;6;9.983926699221684
3;15;20.957401275634766;6;4.954879918510935
4;20;28.046314477920532;5;17.838119377794886
5;26;34.97560405731201;4;7.027189804862974
6;37;41.93982219696045;3;9.437778875635788
7;47;48.99598431587219;4;19.118799871349232
8;54;56.13724136352539;4;39.86190168731296
9;61;63.170888900756836;7;76.01453288438641
10;65;70.19869375228882;6;84.38488372217824
11;70;77.20027542114258;3;94.169638089147
12;80;84.1788010597229;6;109.01601555290097
13;85;91.19930720329285;7;125.13715311494964
14;89;98.18334984779358;4;144.3966318034408
15;96;105.13937973976135;5;144.41194748135837
16;114;112.1257643699646;4;157.13145332023873
17;121;119.16446042060852;7;201.37945934767728
18;127;126.18138837814331;3;197.1054305867535
19;145;133.20195531845093;4;216.98574945634545
20;152;140.4714493751526;7;266.27654497399186
21;162;147.5901436805725;4;257.31382940119437
22;169;154.68768310546875;6;278.73992038122884
23;174;162.23459243774414;3;275.30770439628736
24;184;169.48218202590942;5;302.05866569040995
25;202;176.6045572757721;7;334.26933221622573
26;214;183.79511666297913;3;369.7249959763717
27;224;191.01392078399658;6;371.03989146125116
28;229;198.14317154884338;4;383.29160071555214
29;236;205.25882816314697;4;345.66288690530985
30;243;212.38132309913635;5;403.64588270646897
31;249;219.4836688041687;7;414.1027751795694
32;253;226.56773328781128;2;425.4369685403368
33;270;233.66928815841675;6;448.8883524427531
34;275;240.790997505188;4;465.6331482661071
35;284;247.9147481918335;5;473.1128518332175
36;294;255.23630475997925;6;487.9762382054575
37;305;262.4649143218994;5;503.2540172858919
38;313;269.5115604400635;4;529.4880047375325
39;324;276.5858247280121;3;590.5526979602029
40;342;283.68204140663147;4;574.2643945542775
41;349;290.7505042552948;6;596.5819034204148
42;354;297.8354334831238;6;604.551135989729
43;359;304.9706754684448;4;617.6909795238224
44;366;312.081759929657;4;632.9922615990167
45;373;319.30407071113586;5;642.0567164759406
46;379;326.3960630893707;5;647.7209351192183
47;385;333.4482252597809;5;686.3739727940015
48;393;340.56144881248474;7;667.9385433081311
49;399;347.63699531555176;6;667.0655574346281
50;404;354.75337195396423;5;674.6028553832967
51;414;361.8637809753418;4;680.5006060676806
52;421;368.97766304016113;2;685.1847175650839
53;434;376.0974328517914;7;691.6598775232824
54;440;383.20825958251953;2;698.0804417859213
55;451;390.3667197227478;8;708.0394724064467
56;460;397.4872205257416;4;708.341167194482
57;477;404.60221886634827;3;722.8321968833633
58;493;411.7060327529907;5;744.2032208957014
59;509;418.88605213165283;7;767.1172973044557
60;513;426.1457550525665;5;771.3870992579383
61;521;433.5467462539673;5;824.1847062087595
62;527;440.73212575912476;6;798.4181990112874
63;540;447.87671875953674;6;810.9083570144917
64;561;455.0141410827637;2;811.6670620501544
65;574;462.15125703811646;6;838.6591269519537
66;579;469.2884442806244;2;847.5080548009154
67;588;476.4784917831421;5;861.6863117783233
68;594;483.6387755870819;7;866.2715432402186
69;598;490.7722728252411;4;871.6872875969257
70;605;497.9435467720032;2;880.1260666811129
71;614;505.08954191207886;5;890.1846978290486
72;624;512.2324018478394;3;904.266448352865
73;632;519.3341748714447;3;913.9212198447676
74;642;526.5395545959473;7;921.3870641815649
75;648;533.6976823806763;7;945.1518817762778
76;652;540.8662376403809;5;938.0301567116098
77;664;548.0189471244812;7;945.6837082964047
78;688;555.1895062923431;5;966.3212463780608
79;706;562.512953042984;3;990.8224267107403
80;734;569.9037096500397;5;1034.6090295091637
81;740;577.1048934459686;5;1059.6965440283898
82;746;584.4574534893036;5;1063.9894886734883
83;752;591.88587474823;6;1088.0936832982713
84;763;599.6074316501617;6;1118.0374694338414
85;772;607.185551404953;5;1091.7489375493926
86;778;614.5436134338379;4;1104.329880235363
87;785;622.1755740642548;6;1106.4041307890748
88;790;629.6670696735382;4;1016.9960737991094
89;799;637.3919541835785;4;1124.609981356826
90;818;645.568619966507;5;1123.8186568024616
91;824;652.874564409256;6;1148.355463786576
92;829;660.1109628677368;3;1156.1423180249178
93;837;667.3349866867065;3;1168.0958060755772
94;849;674.5563907623291;5;1167.0635765629145
95;857;681.7735688686371;6;1178.5536549266628
96;864;688.9564535617828;5;1187.0580571905814
97;870;696.1284554004669;6;1203.3835528676766
98;875;703.3319594860077;3;1206.1061872742257
99;883;710.5991699695587;2;1214.4519741233262
100;892;717.9358947277069;4;1225.9417982950486
