gen;step;elapsed.sec;n_sum;phi
1;3;78.61393165588379;5;5.6223576128111574e-08
2;8;155.46012997627258;7;-1.1926722973676362e-06
3;11;234.48834013938904;5;-1.888387166859573e-06
4;16;310.0072615146637;4;-1.4401644485850795e-06
5;22;386.48116850852966;6;-5.904285531599385e-07
6;26;463.86613726615906;7;5.280805146967715e-05
7;29;540.0381295681;6;-2.667478415929736e-08
8;33;618.6365678310394;4;-4.966369086134259
9;41;694.2733728885651;4;-3.811877550623484
10;47;766.2388508319855;7;50.99965572981849
11;52;844.0194444656372;6;46.50944552338418
12;56;924.1459798812866;4;54.10731785357894
13;64;1001.6342172622681;6;41.77323552479342
14;68;1079.9585773944855;7;36.35598804901056
15;73;1159.9847962856293;6;47.51616585134586
16;79;1238.1915547847748;2;49.41467061768503
17;89;1308.9319813251495;4;48.12400954416818
18;95;1382.066444158554;6;41.52379927743454
19;99;1461.97323679924;6;41.27591258376904
20;103;1538.6816198825836;6;46.17093286700039
21;107;1615.6823201179504;1;44.88504237723963
22;116;1679.4789743423462;4;-26.281629038803374
23;122;1757.159075975418;7;-25.767261630645464
24;127;1837.7141618728638;6;46.65868256291138
25;131;1918.2933404445648;7;50.89157137573959
26;138;1999.4051179885864;3;54.12112465053244
27;145;2073.862139225006;6;55.6731115046267
28;155;2152.920054912567;5;55.87561926771727
29;160;2231.0180909633636;4;58.29588153338784
30;168;2307.1185648441315;6;61.20403951748655
31;174;2386.2443177700043;7;60.50988634724797
32;177;2465.9834728240967;2;61.14797483169704
33;187;2531.1953489780426;5;67.11776058460435
34;192;2610.0014085769653;6;73.6993703788095
35;196;2690.460262298584;7;76.92454843494818
36;199;2770.3074862957;5;74.57953488749612
37;204;2848.295919895172;6;77.05669390158205
38;208;2930.1417372226715;2;80.73199970673225
39;216;3002.8363847732544;3;83.73979143864939
40;225;3079.5476224422455;4;92.27678892626191
41;237;3157.7289044857025;3;97.51700447494002
42;244;3229.977605819702;3;131.64165753723574
43;253;3307.507551431656;4;123.1607487644491
44;259;3386.7532637119293;6;124.52330098989
45;263;3464.852743625641;5;122.7324032362932
46;268;3538.4051632881165;4;129.43699210516212
47;274;3616.214373588562;7;125.65199665122285
48;277;3695.9387290477753;7;135.03014354248023
49;280;3777.212163925171;5;150.7680040002927
50;285;3856.7169318199158;1;147.68655594376168
51;294;3921.1519396305084;3;146.10909375941634
52;301;3996.765890598297;5;152.09623026365034
53;308;4075.1222853660583;3;159.40832179900414
54;317;4150.4642515182495;8;162.27497692508078
55;319;4230.90570640564;8;165.07419868726635
56;321;4312.028894901276;8;164.9550365234815
57;323;4392.996532678604;6;169.86373616044102
58;331;4473.5697655677795;8;170.69358793091956
59;333;4552.908189535141;6;205.403252478957
60;337;4631.031089544296;6;205.35900856132628
61;341;4710.569154262543;7;208.4381362333509
62;344;4790.148378610611;5;208.92638102705888
63;349;4869.815742015839;5;207.45748648699822
64;354;4945.233307361603;6;193.41197152225556
65;358;5023.692363023758;3;187.54425581266216
66;365;5099.853122711182;4;188.45854523662734
67;373;5177.79471206665;5;195.36263654762197
68;378;5256.475271463394;4;198.83743002506358
69;388;5330.351242542267;7;203.51124010699795
70;393;5410.854521989822;5;200.54778988321223
71;398;5490.957644701004;5;197.9479427258815
72;403;5571.41387629509;6;193.25172992977372
73;407;5652.9430809021;6;223.91118506693272
74;413;5731.798200130463;5;224.08953463499498
75;418;5811.3029890060425;3;223.87237020640885
76;433;5885.53093457222;8;229.9284628414185
77;435;5967.076739549637;6;264.2741038591433
78;441;6048.311563491821;7;228.4631421270161
79;444;6129.383122682571;2;253.33240912583238
80;452;6203.73335981369;6;232.9004806512218
81;456;6277.332724809647;8;280.64279810424523
82;458;6356.274259090424;2;272.6540613935838
83;466;6431.198065042496;5;285.016695892344
84;471;6511.423658370972;5;297.2013425035548
85;480;6591.012972831726;4;304.6193235487012
86;486;6670.187282085419;4;283.19064630703394
87;494;6748.17967915535;6;312.47125368457796
88;498;6828.37671995163;5;327.0858505439148
89;503;6909.273240804672;4;326.22014339782936
90;509;6986.3687698841095;5;347.51113225946597
91;514;7066.419878959656;7;336.66881185913536
92;517;7148.176791191101;5;343.58440303351745
93;526;7227.23930478096;6;347.85852379667284
94;532;7307.022874593735;8;341.8366486895143
95;534;7390.447204589844;8;371.7187220826289
96;536;7474.057571411133;4;355.05291591114667
97;542;7554.537326812744;5;370.8237990094085
98;549;7633.381865262985;6;370.8250761789356
99;553;7713.739275693893;6;367.7521805496774
100;565;7795.3094527721405;6;394.54526867057496
