gen;step;elapsed.sec;n_sum;phi
1;5;60.811936140060425;5;8.504250216047108
2;20;117.0701675415039;5;25.29053141195035
3;25;180.38980770111084;5;38.72167746692433
4;30;242.2022795677185;5;47.818380052995145
5;53;303.3349907398224;4;64.67790877843692
6;75;360.89134526252747;3;142.66274872809197
7;98;414.0215072631836;5;194.98411404542793
8;105;475.3137412071228;5;224.86075974756065
9;112;529.4854888916016;3;241.21454054775592
10;123;586.2044310569763;6;224.2676684853197
11;135;652.35586810112;5;268.216416903124
12;146;716.3725571632385;5;313.0081492053065
13;151;772.6700255870819;5;394.949529437351
14;180;824.9429547786713;5;386.0462460667621
15;185;877.1870331764221;7;409.67056606216863
16;190;938.47412276268;5;423.73397291527607
17;197;1002.7219018936157;5;448.13173003237625
18;202;1066.9766156673431;3;467.7656270935467
19;221;1122.1952464580536;3;532.0756202246798
20;242;1176.2716944217682;5;560.8149029699729
21;265;1236.5746088027954;3;640.8403608042925
22;302;1292.5330867767334;5;711.95118526206
23;309;1352.1827268600464;4;784.8595647368837
24;319;1412.739560842514;7;788.2101943365163
25;322;1474.9448988437653;5;744.3167846049921
26;327;1539.0550518035889;4;818.7871447326431
27;333;1600.023874282837;7;821.6190061100339
28;336;1663.4348726272583;6;822.600170264259
29;342;1726.1946897506714;6;832.4677517848397
30;348;1786.7011322975159;4;860.3105348236558
31;354;1846.7579550743103;5;874.3469526821191
32;365;1906.9407255649567;5;900.5314035703632
33;370;1967.0499863624573;7;941.6717266502429
34;375;2029.4247641563416;4;933.6607573803954
35;395;2091.314789056778;5;976.5441508442412
36;400;2159.8522152900696;8;1063.7406242959223
37;402;2222.508040904999;7;1016.463047927682
38;407;2285.471631526947;4;1039.1624466647027
39;425;2340.3657763004303;3;1079.8153728968277
40;510;2391.2878737449646;5;1286.9007604579435
41;549;2442.8420312404633;5;1384.3139648252172
42;572;2498.608927488327;6;1529.0690147902815
43;576;2549.797773838043;4;1463.3197545644746
44;586;2606.4537632465363;4;1510.4864258509278
45;592;2668.217870235443;5;1542.9833141538134
46;609;2728.8596193790436;3;1557.6385120474401
47;622;2785.733745574951;5;1604.6115432362367
48;629;2844.463691711426;3;1604.4115748758377
49;636;2900.4285020828247;5;1630.6643162328528
50;653;2961.242707967758;6;1658.4418182577945
51;657;3021.2245240211487;4;1678.8187648016628
52;667;3080.013172149658;4;1714.4232343330896
53;683;3134.198275089264;0;1774.3836055253594
