gen;step;elapsed.sec;n_sum;phi
1;4;6.906024932861328;5;3.3228610434597545
2;10;13.965426683425903;6;3.041546667859052e-07
3;15;20.927119493484497;3;9.584798162683805
4;23;27.854994773864746;3;20.442784704514974
5;31;34.858067989349365;6;30.344507369277274
6;36;41.851041078567505;5;18.379186176241156
7;48;48.79221177101135;3;15.724321733429615
8;56;55.801708698272705;6;29.4976873945854
9;63;62.880560636520386;6;17.96131458295062
10;72;69.95232439041138;4;18.62415547377041
11;85;77.05465316772461;6;15.701606619035365
12;92;84.07145762443542;3;16.65008954347496
13;106;91.12656259536743;7;19.83961466760772
14;110;98.40231204032898;4;25.689811369207277
15;119;105.48347592353821;7;20.594662531325426
16;123;112.47304463386536;5;21.695745844859204
17;129;119.49929976463318;9;22.58644171666522
18;131;126.55007290840149;6;28.56886964865808
19;136;133.5263557434082;6;29.820879950261887
20;143;140.55923056602478;5;25.057811477140056
21;151;147.53569316864014;5;27.165429969306516
22;159;154.63303780555725;5;28.0375010371665
23;165;162.9418683052063;8;33.726023251343875
24;170;170.1292815208435;5;38.440620723811556
25;178;177.28076028823853;6;38.329509101356535
26;183;184.3526041507721;3;37.87539133204038
27;191;193.06646943092346;5;39.796059642079854
28;197;200.0600938796997;6;38.8844986452706
29;202;207.01710653305054;1;42.692454261619616
30;214;213.9856312274933;4;41.915880035171384
31;221;220.97135424613953;5;43.97108827423343
32;227;227.9913182258606;5;45.623813524167254
33;233;235.0267403125763;3;47.03974428772328
34;241;242.05476999282837;3;29.14566452331909
35;249;249.10456919670105;7;49.31048829049517
36;253;256.299738407135;4;51.92881335427918
37;260;263.508909702301;7;51.67226754193923
38;264;270.75673937797546;5;57.72413754534162
39;270;277.851101398468;3;54.16689724106942
40;280;285.24363136291504;6;55.277762375411
41;285;292.6037037372589;5;59.24419148673474
42;295;299.8180284500122;5;57.55257902325481
43;301;306.9782907962799;4;59.6167976613861
44;310;314.0361394882202;3;63.34440276334019
45;322;321.35941433906555;5;68.5253864135412
46;330;329.8757507801056;3;68.6568428706575
47;342;337.0566940307617;4;70.9307979531385
48;353;344.43109822273254;5;72.92402487125935
49;359;351.7626678943634;7;74.8422603245819
50;365;358.8454396724701;5;78.46447407546893
51;371;365.9960346221924;3;77.75785398117888
52;379;373.34273195266724;7;76.22861711066359
53;383;380.45920729637146;2;85.40397823084254
54;394;387.6459393501282;6;477.3442286017389
55;399;394.85493755340576;9;637.0031611617156
56;401;402.451354265213;6;672.3394170503741
57;406;409.6625945568085;5;625.3719173444873
58;412;416.8353080749512;6;592.5255707351582
59;419;423.900084733963;3;598.0267984478869
60;427;431.07611870765686;6;600.2637085466513
61;432;438.13901472091675;6;596.8804259790343
62;437;445.47450494766235;7;638.6218516807435
63;441;453.36295318603516;7;629.8175223995348
64;445;460.6889503002167;7;650.9491822161672
65;449;468.1066355705261;6;692.7893837897861
66;470;475.4937651157379;5;640.3117466239656
67;476;482.73052501678467;4;676.6735647060434
68;483;490.0151584148407;5;695.3441264286274
69;489;497.35625648498535;8;730.7748704746043
70;492;504.5693461894989;8;730.748046708931
71;495;511.75918555259705;7;691.880496351469
72;499;519.0298416614532;4;744.2435808924502
73;506;526.3235385417938;4;702.8772634776425
74;517;533.5403206348419;6;784.9416850135959
75;524;540.8419115543365;7;793.1100469656105
76;528;548.153920173645;7;794.5877200299315
77;534;555.4630126953125;3;802.2144803713057
78;552;562.7272808551788;5;900.1603349442364
79;558;569.9005692005157;5;865.5825895402481
80;566;577.0517773628235;6;875.6466519686815
81;571;584.2808709144592;6;837.9752822747423
82;576;591.5071420669556;4;836.8808935686686
83;583;598.8186881542206;5;836.8445181599202
84;589;605.9901192188263;6;854.5169839720957
85;594;613.1645109653473;7;861.7461131845415
86;598;620.3967814445496;8;865.4273820835036
87;603;627.6525783538818;8;874.4968668580216
88;606;634.8526554107666;6;915.3390623581306
89;611;642.0504105091095;3;923.4452066003902
90;621;649.2641146183014;4;936.5416533266202
91;630;656.5970003604889;7;932.2655622965083
92;634;663.8208425045013;7;941.4642585103429
93;638;671.128406047821;3;940.4052580582679
94;650;678.4064435958862;5;947.8015700132128
95;656;685.7310960292816;2;946.5464903893999
96;673;693.0713443756104;3;978.1999724848781
97;681;700.3737609386444;5;978.4058515287716
98;687;707.5891718864441;7;1049.3216445709925
99;691;714.82865691185;6;1039.2425292677121
100;696;722.1101703643799;6;1050.8632643392637
