gen;step;elapsed.sec;n_sum;phi
1;5;63.53876543045044;6;8.740788678923568
2;11;127.01476645469666;3;13.20728547325824
3;18;179.98490691184998;6;21.632462040250097
4;24;244.29654026031494;4;20.184281146296446
5;36;306.051926612854;3;48.829543935369045
6;43;358.6268835067749;6;22.867118730493786
7;49;418.36186242103577;7;25.55678383947572
8;54;478.35795998573303;9;28.37381133281853
9;57;538.3192687034607;4;29.486690140894993
10;65;592.0947737693787;9;43.839484323192785
11;68;656.9270033836365;5;36.351819853014916
12;73;717.1597650051117;5;48.245591980360715
13;80;778.9533843994141;7;73.14708054110703
14;87;839.0457625389099;8;72.04160244240988
15;89;903.4818542003632;5;85.0007940883613
16;96;964.4272928237915;5;100.62109686793832
17;107;1024.3907549381256;4;97.10771971337313
18;113;1077.783370256424;6;123.4304553950625
19;117;1140.999113559723;4;117.75047507188387
20;123;1203.353595495224;7;132.44715033951945
21;126;1265.7780222892761;6;150.3788779270526
22;130;1330.2515621185303;6;149.2684377272646
23;138;1392.419992685318;5;159.49863858449635
24;143;1455.0672371387482;7;172.64097484783755
25;150;1518.6728394031525;5;187.1840297106553
26;159;1580.9386990070343;2;199.2204066956475
27;173;1632.0779826641083;4;222.04979592306083
28;179;1682.6410019397736;7;239.65958067180097
29;184;1742.667223930359;4;245.78407431558836
30;190;1798.021035194397;4;258.5381257735196
31;204;1852.943113565445;7;266.83147677553063
32;213;1912.2062742710114;5;308.12474753663605
33;222;1972.3781471252441;5;309.313611786819
34;229;2027.5204727649689;6;317.42978574717756
35;235;2087.7125177383423;5;327.26979914471303
36;242;2148.008845090866;5;361.635028972996
37;247;2208.5820713043213;5;364.5676006826254
38;252;2269.5931057929993;7;361.7858257781747
39;255;2332.208214044571;6;376.9432162483994
40;259;2392.760801076889;4;375.2842757080987
41;269;2453.7952473163605;8;394.98691178693196
42;275;2516.4314234256744;3;389.1936129879234
43;282;2571.789659023285;2;444.88930810319135
44;290;2631.9328107833862;2;451.5678475578248
45;298;2695.350823163986;4;450.7079628739658
46;306;2755.6239941120148;8;462.0504651931046
47;310;2821.7990169525146;5;426.3767130172379
48;319;2883.3086788654327;6;437.90632864678787
49;325;2947.410889148712;9;455.26793082259456
50;328;3011.796272277832;2;449.83791556229033
51;336;3068.784700870514;3;498.13324590646897
52;343;3125.8175535202026;5;516.483914798933
53;348;3187.503520965576;6;528.0817411496703
54;352;3252.909898996353;7;532.1829017927312
55;355;3314.8994419574738;4;499.8015352668213
56;363;3377.0740580558777;5;531.0961799063152
57;368;3437.369256734848;8;569.1665811946095
58;370;3501.778166770935;8;563.3464467618561
59;374;3567.410482645035;6;575.4445434932329
60;378;3628.4131660461426;3;592.4350872181572
61;385;3684.0470678806305;4;605.1993401684588
62;391;3743.114483833313;6;610.539959302324
63;395;3798.8609778881073;6;612.0626117801392
64;399;3859.5150742530823;5;620.6637345559466
65;404;3919.844788789749;5;629.7665763376626
66;409;3981.500952720642;6;633.5296927067747
67;413;4042.609865665436;6;662.3318819394538
68;417;4103.105529546738;6;673.4861583398542
69;449;4164.959645032883;6;677.3432725145012
70;465;4226.6382625103;5;717.6045127222992
71;472;4287.352247238159;4;819.2165175703211
72;480;4343.451122045517;6;774.7902133418354
73;486;4410.510148763657;7;734.2358582654037
74;493;4479.248768091202;6;748.5555907019027
75;497;4544.334707975388;5;768.7519507003203
76;504;4606.493621110916;6;788.897989871761
77;510;4668.305435419083;8;768.8117197155707
78;514;4729.707028627396;5;798.037154288542
79;521;4791.474281311035;5;824.0364822266858
80;528;4847.518607378006;2;861.0944723930443
81;538;4903.222803592682;5;840.5311702206241
82;543;4964.499756574631;5;865.443860370578
83;548;5026.157307624817;3;872.3384299999603
84;555;5085.86018705368;4;880.6946746716942
85;561;5146.897111415863;5;909.6788498125429
86;570;5207.37685918808;3;931.8862625924792
87;577;5263.586961269379;4;947.6363515520205
88;587;5323.990192651749;6;960.2685291888422
89;591;5384.300122976303;5;971.9689378805936
90;608;5445.910761833191;7;979.034007330064
91;611;5507.189183712006;6;1012.8106564693039
92;617;5569.105862379074;4;1017.4164708934297
93;625;5628.344603061676;5;1030.8743050300586
94;632;5688.427469968796;6;1053.9718900629105
95;640;5749.038831710815;9;1061.4086347229804
96;643;5809.861835479736;6;1075.9681835627212
97;647;5870.490878343582;8;1085.0061173633978
98;649;5930.809707641602;7;1095.2676663141815
99;654;5990.345398426056;7;1099.4883923761815
100;663;6051.208194494247;6;1112.7987664604457
